TEXT_2_WARPOD_SQUADRON,#2 Warpod-Staffel
TEXT_TOOLTIP_H_WING,Der Langstreckenangriffsjäger/Bomber war ein Nachfolgedesign des berühmten Y-Flüglers, erreichte jedoch niemals die gleichen Bekanntheitsgrade und die massenhafte Verwendung seines Vorgängers. Aufgrund seiner langsamen Geschwindigkeit, des Bedarfs an einer dreiköpfigen Besatzung und hoher Kosten war er nicht weit verbreitet. Aber aufgrund seiner schweren Panzerung und Bewaffnung wurde er als wertvoll für begrenzte Einsätze angesehen, bei denen seine Nachteile ignoriert werden konnten.
TEXT_TOOLTIP_HAILFIRE,Ein markantes, korbreifenartiges Droidenfahrzeug, das ursprünglich von der Bankenclan-Kollektion und der Sicherheitsabteilung verwendet wurde und mit zwei modularen Waffenhalterungen ausgestattet ist, die in der Regel mit Raketen-Clustern sowie einem Unterlauf-Laserkanonen zur Selbstverteidigung versehen sind. Obwohl sehr gefährlich, sollte dieses fragile Artilleriestück entweder für Hit-and-Run oder zur Unterstützung stabilerer Einheiten verwendet werden.
TEXT_TOOLTIP_HAILFIRE_COMPANY,Kompanie: 2x - Hailfire-Droidenpanzer
TEXT_TOOLTIP_HAILFIRE_HEALTH,Gesundheit: 150 (Leichtes Fahrzeug)
TEXT_TOOLTIP_HAILFIRE_MOVE,Geschwindigkeit: 2,5 | Drehung: 3,0
TEXT_TOOLTIP_HAILFIRE_RIOT_CONTROL, Ein markantes, korbreifenartiges Droidenfahrzeug, das für die zivile Beruhigung und Sicherheitsdienste eingesetzt wird. Nicht so schwer kampftauglich wie die meisten Ausrüstungen des Fahrzeugs, aber es macht als passable Unterstützungswaffe gegen leichtere Ziele Sinn.
TEXT_TOOLTIP_HAILFIRE_RIOT_CONTROL_COMPANY,Kompanie: 3x - Hailfire Riot Control-Droiden
TEXT_TOOLTIP_HAILFIRE_RIOT_CONTROL_WEAP1,1x Ionenkanone: 2 / 2,0 s / 320 m
TEXT_TOOLTIP_HAILFIRE_RIOT_CONTROL_WEAP2,2x Erschütterungsgranaten: 1 / 1,67 s / 320 m
TEXT_TOOLTIP_HAILFIRE_WEAP1,1x Leichter AP-Laserkanone: 2 / 1,0 s / 320 m
TEXT_TOOLTIP_HAILFIRE_WEAP2,2x Protonenraketen: 1 / 1,333 s / 480 m
TEXT_TOOLTIP_HAUSER, Ein hochrangiger Offizier, der das 17. Sektorenarmee auf Vogel 7 im Dustig-Übersektor befehligt hat.
TEXT_TOOLTIP_HEAVYSCAV, Schwere private Streitkräfte, die von Schrottsammlereinheiten für zusätzliche Sicherheit aufrechterhalten werden. Arbeiten oft mit oder absorbieren lokale Regierungen und private Armeen. Gut ausgerüstet und dazu gedacht, andere Einheiten vor militärischen Repressalien zu schützen.
TEXT_TOOLTIP_HEAVYSCAV_COMPANY,Kompanie: 20x - Schwerer Plünderer
TEXT_TOOLTIP_HEAVYSCAV_COMPANY_WEAP1,8x Schweres Wiederholungsblaster: 5 / 1,0s / 240m
TEXT_TOOLTIP_HEAVYSCAV_COMPANY_WEAP2,8x Ionengewehr: 1 / 3,0s / 220m
TEXT_TOOLTIP_HEAVYSCAV_COMPANY_WEAP3,4x Erschütterungsgewehr: 3 / 3,0s / 240m
TEXT_TOOLTIP_HEAVYSCAV_COMPANY_WEAP4,8x Thermische Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_HEAVYSCAV_HEALTH,Leben: 28 (Infanterie)
TEXT_TOOLTIP_HEAVYSCAV_LEADER_HEALTH,Leben: 30 (Infanterie)
TEXT_TOOLTIP_HEAVYSCAV_LEADER_SHIELD,Schilde: 10 / [2/R] (Infanterie)
TEXT_TOOLTIP_HEAVYSCAV_MOVE,Geschwindigkeit: 1,2
TEXT_TOOLTIP_HEAVYSCAV_SQUAD,Gruppe: 5x - Schwerer Plünderer
TEXT_TOOLTIP_HEAVYSCAV_SQUAD_WEAP1,2x Schweres Wiederholungsblaster: 5 / 1,0s / 240m
TEXT_TOOLTIP_HEAVYSCAV_SQUAD_WEAP2,2x Ionengewehr: 1 / 3,0s / 220m
TEXT_TOOLTIP_HEAVYSCAV_SQUAD_WEAP3,1x Erschütterungsgewehr: 3 / 3,0s / 240m
TEXT_TOOLTIP_HEAVYSCAV_SQUAD_WEAP4,2x Thermische Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_HEAVYSCAV_WEAP1,1x Plünderer-Wiederholungsblaster: 5 / 1,0s / 240m
TEXT_TOOLTIP_HEAVYSCAV_WEAP2,1x Ionenpistole: 1 / 3,0s / 220m
TEXT_TOOLTIP_HEAVYSCAV_WEAP3,1x Erschütterungsgewehr: 3 / 3,0s / 240m
TEXT_TOOLTIP_HEAVYSCAV_WEAP4,1x Thermische Granate: 1 / 15,0s / 200m
TEXT_TOOLTIP_HOUNDSTOOTH,Bossks persönliches Transportschiff.
TEXT_TOOLTIP_HOUNDSTOOTH_HULL,Rumpf: 700 (Kanonenboot)
TEXT_TOOLTIP_HOUNDSTOOTH_MOVE,Geschwindigkeit: 6,5 | Beschleunigung: 0,3 | Wendigkeit: 1,5
TEXT_TOOLTIP_HOUNDSTOOTH_SHIELD,Schilde: 600 / [12/R] (Kanonenboot)
TEXT_TOOLTIP_HOUNDSTOOTH_WEAP1,1x Schwere Jägerlaserkanone: 4 / 1,0s / 2,0km
TEXT_TOOLTIP_HOUNDSTOOTH_WEAP2,1x Jägerionenkanone: 4 / 2,0s / 2,0km
TEXT_TOOLTIP_HOUNDSTOOTH_WEAP3,1x Leichte Erschütterungsrakete: 1 / 50,0s / 2,0km
TEXT_TOOLTIP_I_BEAM,TRANSLATE:TODO
TEXT_TOOLTIP_IFI,Eine mittelgroße Fregatte, die auch als leichter Träger taugt. Ursprüngliche Iteration eines Schiffes, das die verwandten Schiffe der Acclamator-Serie von Patrouillen- und Sicherheitsaufgaben befreien und an vorderster Front eingesetzt werden sollte. In Bezug auf die Kampffunktionalität liegt sie zwischen der Acclamator-I und ihrer Nachfolgerin, der Fregatte Imperial-II.
TEXT_TOOLTIP_IFI_HULL,Rumpf: 2240 (Fregatte)
TEXT_TOOLTIP_IFI_MOVE,Geschwindigkeit: 3,5 | Beschleunigung: 0,03 | Drehung: 0,45
TEXT_TOOLTIP_IFI_SHIELD,Schilde: 2400 / [30/R] (Fregatte)
TEXT_TOOLTIP_IFI_SQUADRON,Jäger: 1 / 2 | Bomber: 1 / 2
TEXT_TOOLTIP_IFI_WEAP1,2x leichte Dual-Turbolaser: 2 / 1,0s / 5,2 km
TEXT_TOOLTIP_IFI_WEAP2,2x leichte Vierfach-Ionenkanonen: 2 / 3.33s / 5.2km
TEXT_TOOLTIP_IFI_WEAP3,2x leichte Laserkanonen: 2 / 0.63s / 3.7km
TEXT_TOOLTIP_IFTX,Eine schnelle und wendige "Jägerpanzer"-Linie, die von der Galaktischen Republik als mittelschweres Rüstungsmittel entwickelt wurde. Feste Waffen erfordern, dass es dem Ziel gegenübersteht, um seine volle Feuerkraft entladen zu können, während Schilde für etwas leichte Rüstung ausgleichen.
TEXT_TOOLTIP_IFTX_COMMANDER_COMPANY,Kompanie: 1x - TX-130 Saber-Panzer
TEXT_TOOLTIP_IFTX_COMPANY,Kompanie: 3x - TX-130 Saber-Panzer
TEXT_TOOLTIP_IFTX_HEALTH,Gesundheit: 200 (Mittelschweres Fahrzeug)
TEXT_TOOLTIP_IFTX_MOVE,Geschwindigkeit: 2,25 | Drehung: 2,0
TEXT_TOOLTIP_IFTX_SHIELD,Schilde: 75 / [10/R] (Leichtes Fahrzeug)
TEXT_TOOLTIP_IFTX_WEAP1,1x AP-Strahlkanone: 12 / 3,5s / 320m
TEXT_TOOLTIP_IFTX_WEAP2,1x AP-Blasterkanone: 2 / 2,0s / 320m
TEXT_TOOLTIP_IFTX_WEAP3,1x Protonenrakete: 1 / 15,0s / 320m
TEXT_TOOLTIP_INTERCEPTOR4_ASAGOV_WEAP1,1x Leichtes Ionenkanone: 2 / 1.25s / 5.0km
TEXT_TOOLTIP_INTERCEPTOR4_ASAGOV_WEAP2,2x Mittlere Doppel-Laserkanonen: 2 / 0.8s / 4.0km
TEXT_TOOLTIP_INTERCEPTOR4_FRIGATE,Eine Raub-Fregatte, abgeleitet von den CEC Action-Serien Transportern. Sie wurde entwickelt, um Frachtkonvois und leicht bewaffnete militärische Eskortschiffe zu besiegen, während sie Laderaum für geplünderte Vermögenswerte bietet.
TEXT_TOOLTIP_INTERCEPTOR4_FRIGATE_HULL,Rumpf: 800 (Korvette)
TEXT_TOOLTIP_INTERCEPTOR4_FRIGATE_MOVE,Geschwindigkeit: 4.0 | Beschleunigung: 0.045 | Wendigkeit: 0.6
TEXT_TOOLTIP_INTERCEPTOR4_FRIGATE_SHIELD, Schilde: 700 / [10.5/R] (Korvette)
TEXT_TOOLTIP_INTERCEPTOR4_FRIGATE_WEAP1,2x Leichte Doppel-Turbolaser: 1 / 5.0s / 5.0km
TEXT_TOOLTIP_INTERCEPTOR4_FRIGATE_WEAP2,1x Leichte Erschütterungsrakete: 3 / 9.0s / 4.0km
TEXT_TOOLTIP_INVINCIBLE,Die Invincible ist ein antikes Kreuzer-Design, das auf der Alsakan Atgeir-Klasse basiert und seit Jahrtausenden vor dem galaktischen Bürgerkrieg im Einsatz ist. Trotz seiner Größe wurde es typischerweise für den Kampf gegen Schmuggler und Piraten sowie für den Einsatz von Bodentruppen reserviert, aber seine einfachen Systeme und seine schiere Größe führten oft dazu, dass es als Schulungs- und Hilfsschiff eingesetzt wurde.
TEXT_TOOLTIP_INVINCIBLE_HULL,Rumpf: 7200 (Großkampfschiff)
TEXT_TOOLTIP_INVINCIBLE_MOVE,Geschwindigkeit: 1.75 | Beschleunigung: 0.01 | Wendigkeit: 0.15
TEXT_TOOLTIP_INVINCIBLE_SHIELD, Schilde: 5600 / [28/R] (Großkampfschiff)
TEXT_TOOLTIP_INVINCIBLE_SQUADRON,Jäger: 3 / 8 | Bomber: 2 / 2
TEXT_TOOLTIP_INVINCIBLE_WEAP1,12x Schwere Doppel-Turbolaser: 1 / 5.0s / 7.4km
TEXT_TOOLTIP_INVINCIBLE_WEAP2,8x Mittlere Vierfach-Laserkanonen: 2 / 1.33s / 4.4km
TEXT_TOOLTIP_INVINCIBLE_WEAP3,2x Angriff Erschütterungsraketen: 3 / 1.67s / 7.4km
TEXT_TOOLTIP_IPV,Ein Patrouillenboot in Korvetten-Größe, das ursprünglich von planetaren Verteidigungskräften für die innerplanetare Sicherheit entworfen wurde. Die Designlinie erhielt nach dem Regierungswechsel zum Galaktischen Imperium einen Namenswechsel, aber das Schiff blieb ein häufiger Anblick in der Galaxie. Es kann die meisten Piraten- und Korvetten-Bedrohungen bewältigen.
TEXT_TOOLTIP_IPV_HULL,Rumpf: 600 (Korvette)
TEXT_TOOLTIP_IPV_MOVE,Geschwindigkeit: 5,0 | Beschleunigung: 0,06 | Drehung: 0,65
TEXT_TOOLTIP_IPV_PD,Punktverteidigung: 1 / 0,47s / 1,75km
TEXT_TOOLTIP_IPV_SHIELD,Schilde: 600 / [12/R] (Korvette)
TEXT_TOOLTIP_IPV_WEAP1,4x Schwere Doppel-Schnellfeuerlaserkanonen: 6 / 5,0s / 4,0km
TEXT_TOOLTIP_IPV_WEAP2,1x Sprengkopf-Rakete: 1 / 12,5s / 4,0km
TEXT_TOOLTIP_JEDI,Die Jedi sind eine Gruppe von Mönchen, die seit der Gründung der Alten Republik der hellen Seite der Macht dienen. Obwohl sie lange Zeit behaupteten, Friedenshüter zu sein, haben die Jedi eine lange Tradition als Krieger, wenn sie von der dunklen Seite der Macht oder anderen Übeln in der Galaxie herausgefordert wurden. Im Kampf verwenden Jedi ihr symbolisches und nahezu mythisches Lichtschwert als primäre Waffe neben der Manifestation aller Arten von Machtfähigkeiten, um sich selbst und ihre Verbündeten zu unterstützen oder ihre Feinde anzugreifen.
TEXT_TOOLTIP_JEDI_COMPANY,Kompanie: 3x - Jedi-Ritter
TEXT_TOOLTIP_JEDI_HEALTH,Gesundheit: 120 [2%/5s] (Infanterie)
TEXT_TOOLTIP_JEDI_MOVE,Geschwindigkeit: 1,6
TEXT_TOOLTIP_JEDI_WEAP1,1x Lichtschwert: 1 / 0,75s / 1m
TEXT_TOOLTIP_JUGGERNAUT_A4,Ein veralteter Juggernaut-Modell, das vor mehreren Jahrhunderten eingeführt wurde und aufgrund seiner Masse nach wie vor ein gefährliches Kriegsfahrzeug ist. Es eignet sich zum Bekämpfen von mittelgroßen Fahrzeugen und zum Zerquetschen von Infanteriegruppen.
TEXT_TOOLTIP_JUGGERNAUT_A4_COMPANY,Kompanie: 1x - A4 Juggernaut
TEXT_TOOLTIP_JUGGERNAUT_A4_HEALTH,Gesundheit: 550 (Schweres Fahrzeug)
TEXT_TOOLTIP_JUGGERNAUT_A4_MOVE,Geschwindigkeit: 2.2 | Drehung: 0.75
TEXT_TOOLTIP_JUGGERNAUT_A4_WEAP1,3x AP-Blasterkanonen: 2 / 2.0s / 400m
TEXT_TOOLTIP_JUGGERNAUT_A4_WEAP2,1x AI-Blasterkanone: 2 / 0.5s / 320m
TEXT_TOOLTIP_JUGGERNAUT_A5,Ein schweres Angriffsfahrzeug, das während der Klonkriege als Unterstützung der planetaren Verteidigungskräfte gegen die CIS eingeführt wurde. Das Design war zu dieser Zeit beliebter als die republikanischen AT-AT der ersten Generation und AT-HE. Es eignet sich zum Bekämpfen von mittelgroßen Fahrzeugen und zum Zerquetschen von Infanteriegruppen.
TEXT_TOOLTIP_JUGGERNAUT_A5_COMPANY,Kompanie: 1x - A5 Juggernaut
TEXT_TOOLTIP_JUGGERNAUT_A5_HEALTH,Gesundheit: 750 (Schweres Fahrzeug)
TEXT_TOOLTIP_JUGGERNAUT_A5_MOVE,Geschwindigkeit: 2.5 | Drehung: 1.0
TEXT_TOOLTIP_JUGGERNAUT_A5_WEAP1,3x Schweren AP-Blasterkanonen: 2 / 3.0s / 400m
TEXT_TOOLTIP_JUGGERNAUT_A5_WEAP2,1x AI-Blasterkanone (AOE): 4 / 1.0s / 320m
TEXT_TOOLTIP_JUGGERNAUT_A5_WEAP3,1x Erschütterungsgrenade: 2 / 3.0s / 160m
TEXT_TOOLTIP_JUGGERNAUT_A6,Der gigantische A6 Juggernaut dient als gut bewaffnetes und gepanzertes Super-Schwerfahrzeug, das deutlich größer ist als der A5 Juggernaut, den er ablöste. Die Einheit ist dank ihrer Laserkanonen und Raketenwerfer gegen eine Vielzahl von Zielen einsetzbar.
TEXT_TOOLTIP_JUGGERNAUT_A6_COMPANY,Kompanie: 1x - A6 Juggernaut
TEXT_TOOLTIP_JUGGERNAUT_A6_HEALTH,Gesundheit: 2000 (Schweres Fahrzeug)
TEXT_TOOLTIP_JUGGERNAUT_A6_MOVE,Geschwindigkeit: 2.5 | Drehung: 1.0
TEXT_TOOLTIP_JUGGERNAUT_A6_WEAP1,1x Super-Schwere AP-Blasterkanone: 2 / 3.0s / 480m
TEXT_TOOLTIP_JUGGERNAUT_A6_WEAP2,1x Schwere AP-Blasterkanone: 5 / 2
TEXT_TOOLTIP_JUGGERNAUT_A6_WEAP3,6x AI Blaster Kanonen (AOE): 2 / 1.0s / 320m
TEXT_TOOLTIP_JUGGERNAUT_A6_WEAP4,2x Protonenraketen: 3 / 12.0s / 480m
TEXT_TOOLTIP_JUVARD_FRIGATE,Mehrzweck-Eskortfregatte der Hutten, leicht an ihrem vorderen Strahlersegel zu erkennen. Bietet anständiges Unterstützungsfeuer gegen die meisten Zieltypen, ähnlich wie die Kuati-Eskortfregattenlinien. Veraltetes Design und ungewöhnliche Rumpfform begrenzen die strukturelle stabilkeit im Vergleich zu anderen von den Hutten entworfenen Schiffen.
TEXT_TOOLTIP_JUVARD_FRIGATE_HULL,Rumpf: 1400 (Fregatte)
TEXT_TOOLTIP_JUVARD_FRIGATE_MOVE,Geschwindigkeit: 3,5 | Beschleunigung: 0,035 | Wendigkeit: 0,35
TEXT_TOOLTIP_JUVARD_FRIGATE_PD,Punktverteidigung: 1 / 0,39s / 1,5km
TEXT_TOOLTIP_JUVARD_FRIGATE_SHIELD,Schilde: 1500 / [22,5/R] (Fregatte)
TEXT_TOOLTIP_JUVARD_FRIGATE_WEAP1,2x Mittlere Turbolaser: 2 / 2,5s / 6,1km
TEXT_TOOLTIP_JUVARD_FRIGATE_WEAP2,2x Leichte Schnellfeuer-Laserkanonen: 6 / 1.25s / 3.1km
TEXT_TOOLTIP_JUVARD_FRIGATE_WEAP3,2x Erschütterungsraketen: 2 / 30,0s / 4,1km
TEXT_TOOLTIP_JX30,Früheres Jailspeeder-Modell, das hauptsächlich für den Gefangenentransport genutzt wurde. Obwohl nicht für schwere Kämpfe geeignet, können die 3 Granatwerfer des Jailspeeders dennoch Unterstützung bieten, wenn es die Situation erfordert. Spätere Modelle werden kampffähiger sein.
TEXT_TOOLTIP_JX30_COMPANY,Unternehmen: 2x - JX30 Jailspeeder
TEXT_TOOLTIP_JX30_HEALTH,Gesundheit: 400 (Schwerer Speeder)
TEXT_TOOLTIP_JX30_MOVE,Geschwindigkeit: 1.0 | Drehung: 3.0
TEXT_TOOLTIP_JX30_WEAP1,2x Erschütterungsgranaten: 1 / 2.5s / 320m
TEXT_TOOLTIP_JX30_WEAP2,1x Erschütterungsgranate: 2 / 2.5s / 320m
TEXT_TOOLTIP_KALOTH_BATTLECRUISER,Leichtes Kriegsschiff, das aufgrund seiner markanten Mandibeln leicht zu erkennen ist und seit langem von Piraten, Sklavenhändlern, Konzernschurken und anderen Randgruppen eingesetzt wird. Die Kaloth wird von der Spezies, die sie ursprünglich entworfen hat, als Schlachtkreuzer betrachtet, ist aber nach galaktischen Maßstäben funktionell eine leichte Fregatte. 
TEXT_TOOLTIP_KALOTH_BATTLECRUISER_HULL,Hull: 1200 (Fregatte)
TEXT_TOOLTIP_KALOTH_BATTLECRUISER_MOVE,Geschwindigkeit: 3.0 | Accel: 0.04 | Drehung: 0.45
TEXT_TOOLTIP_KALOTH_BATTLECRUISER_SHIELD,Schilde: 800 / [14/R] (Fregatte)
TEXT_TOOLTIP_KALOTH_BATTLECRUISER_SQUADRON,Jäger: 0.5 / 0.5
TEXT_TOOLTIP_KALOTH_BATTLECRUISER_WEAP1,3x Medium Turbolasers: 1 / 5,0s / 6,1km
TEXT_TOOLTIP_KALOTH_BATTLECRUISER_WEAP2,3x Leichte Turbolader: 1 / 5,0s / 5,1km
TEXT_TOOLTIP_KALOTH_BATTLECRUISER_WEAP3,4x Mittlere Laserkanonen: 2 / 1.0s / 4.1km
TEXT_TOOLTIP_KEEK,TRANSLATE:Chief of Brigia's despotic Internal Security Police, Keek was a wicked Brigian who lead the swift ambush that attempted to halt the University of Rudrig's delivery of academic technology to his impoverished home planet. His mission would have succeeded, were it not for the intervention of a pair of freelance smugglers in a modified YT-1300. Treacherous by nature, he was nonetheless a poor liar when it came to dealing with off-worlders.
TEXT_TOOLTIP_KOMRK_GUNSHIP,Die Kom'r'k wurde von den Mandalorianern sowohl als Kampfschiff als auch als Transportmittel eingesetzt. Obwohl sie von ihren Schöpfern, MandalMotors, als Kampfschiff bezeichnet wurde, war die Kom'r'k zu groß, um von den meisten Menschen tatsächlich als Kampfschiff betrachtet zu werden, die sie stattdessen als Angriffsschiff oder Kanonenboot einstuften. Ein auffälliges Konstruktionsmerkmal waren seine Flügel, die sich bei der Landung nach oben drehten, um horizontalen Platz zu sparen. Außerdem konnten sich die Flügel während des Fluges um 360 Grad um die HauptRumpf drehen. Der Gauntlet wurde zwar von verschiedenen mandalorianischen Gruppen verwendet, aber während der Klonkriege wurde er vor allem von der extremistischen Gruppe Death Watch eingesetzt.
TEXT_TOOLTIP_KOMRK_GUNSHIP_HERO_HULL,Rumpf: 300 (Kanonenboot)
TEXT_TOOLTIP_KOMRK_GUNSHIP_HERO_SHIELD,Schilde: 200 / [15/R] (Kanonenboot)
TEXT_TOOLTIP_KOMRK_GUNSHIP_HULL,Rumpf: 225 (Kanonenboot)
TEXT_TOOLTIP_KOMRK_GUNSHIP_MOVE,Geschwindigkeit: 4.5 | Beschleunigung: 0.05 | Drehung: 5.0
TEXT_TOOLTIP_KOMRK_GUNSHIP_SHIELD,Schilde: 160 / [2.8/R] (Kanonenboot)
TEXT_TOOLTIP_KOMRK_GUNSHIP_SQUADRON,Staffel: 4x - Kom'rk-Klasse Jäger
TEXT_TOOLTIP_KOMRK_GUNSHIP_WEAP1,2x Schwere Jäger-Laserkanonen: 6 / 2.0s / 2.0km
TEXT_TOOLTIP_KOMRK_P1_HEALTH,Gesundheit: 185 (Held)
TEXT_TOOLTIP_KOMRK_P1_MOVE,Geschwindigkeit: 1.1
TEXT_TOOLTIP_KOMRK_P2_HEALTH,Gesundheit: 195 (Held)
TEXT_TOOLTIP_KOMRK_P2_MOVE,Geschwindigkeit: 1.3
TEXT_TOOLTIP_KOMRK_SHIELD,Schilde: 25 / [5/R] (Infanterie)
TEXT_TOOLTIP_KOMRK_WEAP1,1x DC-17m Blastergewehr: 5 / 2.0s / 240m
TEXT_TOOLTIP_KOMRK_WEAP2,1x DC-17m Granatwerfer: 1 / 15.0s / 200m
TEXT_TOOLTIP_KOMRK_WEAP3,1x Handgelenk-Rakete: 1 / 10.0s / 220m
TEXT_TOOLTIP_KOSSAK,Eine gut ausgestattete leichte Eskortfregatte, die von den Hutten in Auftrag gegeben wurde, um gegen Piraten und interkajidische Rivalitäten vorzugehen. Sie trägt den glorreichen Namen von Kossak dem Hutten, dem Verschlinger von Despoten, der den berüchtigten Xim besiegte, bevor die Republik gegründet wurde.
TEXT_TOOLTIP_KOSSAK_HULL,Rumpf: 1850 (Fregatte)
TEXT_TOOLTIP_KOSSAK_MOVE,Geschwindigkeit: 3.0 | Beschleunigung: 0.03 | Drehung: 0.35
TEXT_TOOLTIP_KOSSAK_SHIELD,Schilde: 1500 / [22.5/R] (Fregatte)
TEXT_TOOLTIP_KOSSAK_SQUADRON,Jäger: 0.5 / 0.5
TEXT_TOOLTIP_KOSSAK_WEAP1,2x Mittlere Turbolaser: 2 / 1.67s / 6.1km
TEXT_TOOLTIP_KOSSAK_WEAP2,2x Leichte Doppel-Laserkanonen: 2 / 0.83s / 3.6km
TEXT_TOOLTIP_KOSSAK_WEAP3,2x Mittlere Doppel-Ionenkanonen: 2 / 5.0s / 6.1km
TEXT_TOOLTIP_LAAT,Eine schwere Kanonenboot, die ursprünglich für die Große Armee der Republik entwickelt wurde. Es wird verwendet, um Infanterie schnell über das Schlachtfeld zu transportieren und ihnen erhebliche Feuerunterstützung zu bieten. Es ist vielseitig und nützlich gegen jedes Ziel, aber anfällig gegen Flugabwehrgeschütze.
TEXT_TOOLTIP_LAAT_COMPANY,Kompanie: 1x - LAAT/i
TEXT_TOOLTIP_LAAT_HEALTH,Gesundheit: 300 (Schwerer Speeder)
TEXT_TOOLTIP_LAAT_MOVE,Geschwindigkeit: 5.0 | Drehung: 4.0
TEXT_TOOLTIP_LAAT_SHIELD,Schilde: 50 / [3/R] (Speeder)
TEXT_TOOLTIP_LAAT_WEAP1,3x AI-Blasterkanonen: 5 / 2.5s / 400m
TEXT_TOOLTIP_LAAT_WEAP2,4x AP-Strahlkanonen: 12 / 5.0s / 240m
TEXT_TOOLTIP_LAAT_WEAP3,2x Protonenraketen: 1 / 10.0s / 400m
TEXT_TOOLTIP_LAAT_WEAP4,1x Flak-Rakete (AA): 1 / 15.0s / 400m
TEXT_TOOLTIP_LD12_DEFENSE_SATELLITE,Eine ungewöhnliche bewaffnete Satellitenplattform, die auf einem übergroßen Turm basiert, der von Konzerninteressen entwickelt wurde, um weiche Assets wie Industriestätten zu schützen. Das Paar hexagonaler Laserkanonen-Cluster auf der LD-12 machen sie für den Einsatz gegen Jäger, Transporter und kleine Korvetten geeignet.
TEXT_TOOLTIP_LD12_DEFENSE_SATELLITE_HULL,Rumpf: 800 (Korvette)
TEXT_TOOLTIP_LD12_DEFENSE_SATELLITE_PD,Punktverteidigung: 1 / 0,99s / 2,75 km
TEXT_TOOLTIP_LD12_DEFENSE_SATELLITE_SHIELD,Schilde: 1000 / [20/R] (Korvette)
TEXT_TOOLTIP_LD12_DEFENSE_SATELLITE_WEAP1,2x Schwere schnelle Laserkanonen: 6 / 0,83s / 5,0 km
TEXT_TOOLTIP_LIGHT_MERCENARY,Niedrig bewertete Söldnerkräfte, die oft gegen abgelegene Mächte, Wildtiere und primitive Welten am galaktischen Rand eingesetzt werden. Ausgestattet mit archaischen, aber zahlreichen Waffen, die auf Massenkontrolle und Massenangriffe optimiert sind.
TEXT_TOOLTIP_LIGHT_MERCENARY_COMPANY,Kompanie: 48x - Leichte Söldner
TEXT_TOOLTIP_LIGHT_MERCENARY_COMPANY_WEAP1,40x Projektilgewehr: 1 / 1.0s / 240m
TEXT_TOOLTIP_LIGHT_MERCENARY_COMPANY_WEAP2,4x Flammenwerfer: 10 / 5.5s / 220m
TEXT_TOOLTIP_LIGHT_MERCENARY_COMPANY_WEAP3,4x Schwere AA-Raketenwerfer: 1 / 9.0s / 320m
TEXT_TOOLTIP_LIGHT_MERCENARY_COMPANY_WEAP4,8x Erschütterungsgranate: 1 / 15.0s / 200m
TEXT_TOOLTIP_LIGHT_MERCENARY_HEALTH,Gesundheit: 15 (Infanterie)
TEXT_TOOLTIP_LIGHT_MERCENARY_MOVE,Geschwindigkeit: 1.1
TEXT_TOOLTIP_LIGHT_MERCENARY_OFFICER_HEALTH,Gesundheit des Offiziers: 18 (Infanterie)
TEXT_TOOLTIP_LIGHT_MERCENARY_SQUAD,Schwadron: 12x - Leichte Söldner
TEXT_TOOLTIP_LIGHT_MERCENARY_SQUAD_WEAP1,10x Projektilgewehr: 1 / 1.0s / 240m
TEXT_TOOLTIP_LIGHT_MERCENARY_SQUAD_WEAP2,1x Flammenwerfer: 10 / 5.5s / 220m
TEXT_TOOLTIP_LIGHT_MERCENARY_SQUAD_WEAP3,1x Schwerer AA-Raketenwerfer: 1 / 9.0s / 320m
TEXT_TOOLTIP_LIGHT_MERCENARY_SQUAD_WEAP4,2x Erschütterungsgranate: 1 / 15.0s / 200m
TEXT_TOOLTIP_LIGHT_MERCENARY_WEAP1,1x Outland-Projektilgewehr: 1 / 1.0s / 240m
TEXT_TOOLTIP_LIGHT_MERCENARY_WEAP2,1x C-22 Flammenkarabiner: 10 / 5.5s / 220m
TEXT_TOOLTIP_LIGHT_MERCENARY_WEAP3,1x SLM-Raketenwerfer (AA): 1 / 9.0s / 320m
TEXT_TOOLTIP_LIGHT_MERCENARY_WEAP4,1x Erschütterungsgranate: 1 / 15.0s / 200m
TEXT_TOOLTIP_LORKA_GEDYC,Mandalorianischer Krieger des Clans Gedyc, Lorka Gedyc war ein Mitglied der Death Watch, dem es gelang, in den Rängen aufzusteigen und ihr Anführer zu werden, als das Galaktische Imperium gegründet wurde. Gedyc holte die Gruppe aus ihrem Versteck und verbündete sich direkt mit dem Imperium. Die Death Watch unterstützte das Imperium bei der Errichtung und Aufrechterhaltung einer imperialen Garnison auf Mandalore in unmittelbarer Nähe der Großkampfschiff Keldabe.
TEXT_TOOLTIP_LORKA_GEDYC_HEALTH,Gesundheit: 120 (Held)
TEXT_TOOLTIP_LORKA_GEDYC_MOVE,Geschwindigkeit: 1.1
TEXT_TOOLTIP_LORKA_GEDYC_WEAP1,1x DLT-20A Repetierblaster: 5 / 1.0s / 240m
TEXT_TOOLTIP_LORKA_GEDYC_WEAP2,1x Wärmegranate: 1 / 15.0s / 200m
