BOARDING_KATANA,Boarding hat begonnen...
TEXT_GOVERNMENT_TEVV_EFFECT,Auswirkung: SoroSuub-Einheiten 15%% günstiger, schnellere Bauzeit (5%% stapelt sich mit anderen Boni), begrenzter Einsatz von Preybird-Jägern (Quasar, MC40A, BAC, Dauntless, Bulwark-III, Home One, Republic Star Destroyer, Majestic, Defender Carrier und Viscount Prototype), maximiert den Einfluss von Sullust, ermöglicht Bulwark III, aber Home One Type wird ausgemustert (Mediator-Forschung sperrt Bulwark III / Home One Type-Umschaltung).
TEXT_GROUND_BARRACKS_EOTH,Hand-Kaserne
TEXT_GROUND_DROID_WORKS,Schwere Fahrzeugfabrik
TEXT_GROUND_FACTORY_UNDERWORLD,Schwere Fabrik
TEXT_GROUND_HAND_OF_THRAWN,Hand von Thrawn
TEXT_GROUND_IMPDEPOT,Erobertes imperialen Depot
TEXT_GROUND_IMPDESERTER_CAMP,Imperialer Deserteur-Camp
TEXT_GROUND_PALACE_UNDERWORLD,Palast des Reichs der Hand
TEXT_GROUP_DESCRIPTION_ANTEM,Rekruten: Tol Getelles und Admiral Larm
TEXT_GROUP_DESCRIPTION_ARDA,Rekruten: Malau Jocaos, Narell Balrekk und Vorrel
TEXT_GROUP_DESCRIPTION_COMMENOR,Rekruten: Arndall Lott und Iolan Gendarr
TEXT_GROUP_DESCRIPTION_DANGOR,Rekruten: Ars Dangor
TEXT_GROUP_DESCRIPTION_DELURIN,Rekruten: Delurin
TEXT_GROUP_DESCRIPTION_DOLIS_3,Rekruten: Chik Apla, Anlys Takkar, Derran Takkar, Gatecrashers Squad
TEXT_GROUP_DESCRIPTION_DROMMEL,Rekruten: Gaen Drommel
TEXT_GROUP_DESCRIPTION_ELROOD,Rekruten: Villis Andal, Tanda Pryl und Akal Zed
TEXT_GROUP_DESCRIPTION_GAROS,Rekruten: Carner und Zakar
TEXT_GROUP_DESCRIPTION_GOROTH,Rekruten: Val DeGoort und Anderton Kloff
TEXT_GROUP_DESCRIPTION_GRONN,Rekruten: Gronn
TEXT_GROUP_DESCRIPTION_GRUNGER,Rekruten: Josef Grunger
TEXT_GROUP_DESCRIPTION_LAMBDA,Rekruten: Par Lankin, Serdif Tount, Rodin Baem und Victor Grieves
TEXT_GROUP_DESCRIPTION_LUMIYA,Rekruten: Lumiya und Bethrogg
TEXT_GROUP_DESCRIPTION_MINOS,Rekruten: Babel Torsch und Cha Raas
TEXT_GROUP_DESCRIPTION_NABOO,Rekruten: Jenn Smeel und Quarsh Panaka
TEXT_GROUP_DESCRIPTION_NISHR,Rekruten: Vin Kollis
TEXT_GROUP_DESCRIPTION_NIVERS,Rekruten: Nigel Nivers
TEXT_GROUP_DESCRIPTION_PRAKITH,Rekruten: Malfkla Yzu, Cinzero Gann, Foga Brill und 2 Inquisitor-Teams
TEXT_GROUP_DESCRIPTION_PRENTIOCH,Rekruten: Utoxx Prentioch und Dyrra
TEXT_GROUP_DESCRIPTION_PULSAR,Rekruten: Dor Reder und Niclara Varnillian
TEXT_GROUP_DESCRIPTION_RADAMA,Rekruten: Wellam Adarios, Xantus und Ellor Orgraal
TEXT_GROUP_DESCRIPTION_RAVEEN,Rekruten: Raveen
TEXT_GROUP_DESCRIPTION_RAYTER,Rekruten: Sahreel und Nile Owen
TEXT_GROUP_DESCRIPTION_REBORN,Recruits: TODO
TEXT_GROUP_DESCRIPTION_RESTORED,Recruits: TODO
TEXT_GROUP_DESCRIPTION_RESTUSS,Rekruten: Grot, Exov, Okto und Roth
TEXT_GROUP_DESCRIPTION_RHAMALAI,Rekruten: Naem Yrros und Vedder
TEXT_GROUP_DESCRIPTION_SELLASAS,Rekruten: Kedler, Jedselk und Amara Jedselk
TEXT_GROUP_DESCRIPTION_SILLUME,Rekruten: Sebastian Parnell
TEXT_GROUP_DESCRIPTION_SOROSUUB,Rekruten: Siin Suub
TEXT_GROUP_DESCRIPTION_STARLYTE,Rekruten: Brezzic Marr und Arissa Fawn
TEXT_GROUP_DESCRIPTION_STORM_COMMANDO1,Rekruten: Weir, Victor Strang und Irlyn Resk
TEXT_GROUP_DESCRIPTION_STORM_COMMANDO2,Unlocks: Storm Commando Platoon und Imperial Escort Carrier
TEXT_GROUP_DESCRIPTION_STORMTROOPER,Rekruten: TX-5532 und Mak Tennar
TEXT_GROUP_DESCRIPTION_TAGGE,Rekruten: Ulric Tagge
TEXT_GROUP_DESCRIPTION_TAPANI,Rekruten: Edric Darius, Tessala Corvae, Shep Jion und Bal Jaset
TEXT_GROUP_DESCRIPTION_TATOOINE,Rekruten: Terro und Kosh
TEXT_GROUP_DESCRIPTION_TIERFON,Rekruten: Tzenkens
TEXT_GROUP_DESCRIPTION_TRANSNEBULAR,Neuzugänge: VeNiste und Gal Brello
TEXT_GROUP_DESCRIPTION_TRAX,Neuzugänge: Resner und Heggel
TEXT_GROUP_DESCRIPTION_VOGEL,Neuzugänge: Trommer und Lynch Hauser
TEXT_GROUP_DESCRIPTION_WESSEX,Neuzugänge: Lira Wessex und Denn Wessex
TEXT_GROUP_DESCRIPTION_ZANN,Neuzugänge: Tyber Zann, Urai Fen und Jerid Sykes
TEXT_GROUP_NAME_ANTEM,Antemeridian Sektor Gruppe
TEXT_GROUP_NAME_ARDA,Arda-1 Gruppe
TEXT_GROUP_NAME_COMMENOR,Commenor Sektor Gruppe
TEXT_GROUP_NAME_DANGOR,Dangors Gruppe
TEXT_GROUP_NAME_DELURIN,Delurins Gruppe
TEXT_GROUP_NAME_DOLIS_3,Dolis 3 Gruppe
TEXT_GROUP_NAME_DROMMEL,Drommels Gruppe
TEXT_GROUP_NAME_ELROOD,Elrood Sektor Gruppe
TEXT_GROUP_NAME_GAROS,Garos IV Gruppe
TEXT_GROUP_NAME_GOROTH,Goroth Prime Gruppe
TEXT_GROUP_NAME_GRONN,Grönns Gruppe
TEXT_GROUP_NAME_GRUNGER,Grungers Gruppe
TEXT_GROUP_NAME_LAMBDA,Lambda Sektor Gruppe
TEXT_GROUP_NAME_LUMIYA,Lumiyas Gruppe
TEXT_GROUP_NAME_MINOS,Minos Cluster Gruppe
TEXT_GROUP_NAME_NABOO,Naboo Gruppe
TEXT_GROUP_NAME_NISHR,Nishr Gruppe
TEXT_GROUP_NAME_NIVERS,Nivers' Gruppe
TEXT_GROUP_NAME_PRAKITH,Gruppe der tiefen Kernwelten
TEXT_GROUP_NAME_PRENTIOCH,Prentiochs Dominion Gruppe
TEXT_GROUP_NAME_PULSAR,Pulsar Gruppe
TEXT_GROUP_NAME_RADAMA,Ord Radama Gruppe
TEXT_GROUP_NAME_RAVEEN,Raveens Gruppe
TEXT_GROUP_NAME_RAYTER,Rayter Sektor Gruppe
TEXT_GROUP_NAME_REBORN,Imperium Reborn Gruppe
TEXT_GROUP_NAME_RESTORED,Restored Imperium Gruppe
TEXT_GROUP_NAME_RESTUSS,Restuss Gruppe
TEXT_GROUP_NAME_RHAMALAI,Rhamalai Gruppe
TEXT_GROUP_NAME_SELLASAS,Sellasas Gruppe
TEXT_GROUP_NAME_SILLUME,Sil'Lume Gruppe
TEXT_GROUP_NAME_SOROSUUB,SoroSuub Gruppe
TEXT_GROUP_NAME_STARLYTE,Starlyte Station Gruppe
TEXT_GROUP_NAME_STORM_COMMANDO,Storm Commando Gruppe
TEXT_GROUP_NAME_STORMTROOPER,Stormtrooper Gruppe
TEXT_GROUP_NAME_TAGGE,Tagge Haus Gruppe
TEXT_GROUP_NAME_TAPANI,Tapani Sektor Gruppe
TEXT_GROUP_NAME_TATOOINE,Tatooine Gruppe
TEXT_GROUP_NAME_TIERFON,Tierfon Sektor Gruppe
TEXT_GROUP_NAME_TRANSNEBULAR,Trans-Nebular Sektor Gruppe
TEXT_GROUP_NAME_TRAX,Trax Sektor Gruppe
TEXT_GROUP_NAME_VOGEL,Vogel 7 Gruppe
TEXT_GROUP_NAME_WESSEX,Wessex Familien Gruppe
TEXT_GROUP_NAME_ZANN,Zann Konsortium Gruppe
TEXT_GUARDIAN_SQUADRON,Guardian Geschwader
TEXT_HAPAN_ALGRAY_HOUSE,AlGray Haus Grundstück
TEXT_HAPAN_ALGRAY_SHIPYARDS,AlGray Haus Werft
TEXT_HAPAN_CORR_HOUSE,Corr Haus Grundstück
TEXT_HAPAN_CORR_SHIPYARDS,Corr Haus Werft
TEXT_HAPAN_GALNEY_HOUSE,Galney Haus Grundstück
TEXT_HAPAN_GALNEY_SHIPYARDS,Galney Haus Werft
TEXT_HAPAN_HOUSE_GUARD_SQUAD,Hauswache-Unternehmen
TEXT_HAPAN_MALURI_HOUSE,Maluri Haus Grundstück
TEXT_HAPAN_MALURI_SHIPYARDS,Maluri Haus Werft
TEXT_HAPAN_PALACE,Hapan Palast
TEXT_HAPAN_REQUUD_HOUSE,Requud Haus Grundstück
TEXT_HAPAN_REQUUD_SHIPYARDS,Requud Haus Werft
TEXT_HAPAN_ROYAL_HOUSE,Königliches Haus
TEXT_HAPAN_ROYAL_SHIPYARDS,Königliche Haus Werft
TEXT_HAPAN_THANE_HOUSE,Thane Haus Grundstück
TEXT_HAPAN_THANE_SHIPYARDS,Thane Haus Werft
TEXT_HERO_AARICA_VOST,Aarica Vost
TEXT_HERO_ABAHT,Etahn A'baht
TEXT_HERO_ACKDOOL,Kommandant Ackdool
TEXT_HERO_ADRICK,Adrick
TEXT_HERO_AGAMAR,Gareth Agamar
TEXT_HERO_AIREN_CRACKEN,Airen Cracken
TEXT_HERO_ALESON,Aleson Gray
TEXT_HERO_ALGRAY_COMMANDER,AlGray Haus Flottenkommandant
TEXT_HERO_ALYSSIA,Alyssia
TEXT_HERO_ANDAL,Villis Andal
TEXT_HERO_ANLYS_TAKKAR,Anlys Takkar
TEXT_HERO_ANTIG,Drolen Antig
TEXT_HERO_ARALANI,Admiral Ar'alani
TEXT_HERO_ARDELLA,Stima Ardella
TEXT_HERO_ASTARTA,Astarta
TEXT_HERO_AUREK_SEVEN_TEAM,Aurek Seven
TEXT_HERO_AVES,Aves
TEXT_HERO_BAEM,Rodin Baem
TEXT_HERO_BALREKK,Narell Balrekk
TEXT_HERO_BANJEER,Llon Banjeer
TEXT_HERO_BANNER_SUMPTOR,Banner Sumptor
TEXT_HERO_BARKBONE,Reginald Barkbone
TEXT_HERO_BATCH,Martio Batch
TEXT_HERO_BATTLEHAMMER,Admiral Siath
TEXT_HERO_BEED_THANE,Beed Thane
TEXT_HERO_BELL,Admiral Areta Bell
TEXT_HERO_BESK,Elta Besk
TEXT_HERO_BETHROGG,Bethrogg
TEXT_HERO_BILLE,Dar Bille
TEXT_HERO_BOBA_FETT,Boba Fett
TEXT_HERO_BOBA_FETT_TEAM,Boba Fett
TEXT_HERO_BOOSTER,Booster Terrik
TEXT_HERO_BORSK,Borsk Fey'lya
TEXT_HERO_BOTHAN_SPY,Bothan Spy Team
TEXT_HERO_BRAKISS_JEDI,Brakiss
TEXT_HERO_BRAND,Turk Brand
TEXT_HERO_BRANDEI,Brandei
TEXT_HERO_BRASHIN,Malcor Brashin
TEXT_HERO_BRAZACK,Brazack
TEXT_HERO_BRELLO,Gal Brello
TEXT_HERO_BREZZIC,Brezzic Marr
TEXT_HERO_BRIGHTWATER,Brightwater
TEXT_HERO_BROLLYX,Brollyx
TEXT_HERO_BROTHIC,Gouverneur Brothic
TEXT_HERO_BURKE,Willham Burke
TEXT_HERO_CARNER,Carner
TEXT_HERO_CARNOR_JAX,Carnor Jax
TEXT_HERO_CARVIN,Paltr Carvin
TEXT_HERO_CHA_RAAS,Cha Raas
TEXT_HERO_CHAK_FEL,Chak Fel
TEXT_HERO_CHALA_VENAN,Chala Venan
TEXT_HERO_CHELIK,Chelik
TEXT_HERO_CHEWBACCA,Chewbacca
TEXT_HERO_CHIK_APLA,Chik Apla
TEXT_HERO_CILGHAL,Cilghal
TEXT_HERO_CLOUD,Cloud
TEXT_HERO_CLYNGUNN,Clyngunn
TEXT_HERO_COORSHA,Coorsha
TEXT_HERO_COROSS,TRANSLATE:Coross
TEXT_HERO_CORR_COMMANDER,Kommandant der Corr-Haus Flotte
TEXT_HERO_CORRAN_HORN,Corran Horn
TEXT_HERO_CORVAE,Tessala Corvae
TEXT_HERO_CREB,Lieutenant Creb
TEXT_HERO_CRONUS,Cronus
TEXT_HERO_DAALA,Natasi Daala
TEXT_HERO_DANGOR,Ars Dangor
TEXT_HERO_DARIUS,Edric Darius
TEXT_HERO_DARRON,Vict Darron
TEXT_HERO_DECLANN,Nial Declann
TEXT_HERO_DEGOORT,Val DeGoort
TEXT_HERO_DEJ_VENNOR,Dej Vennor
TEXT_HERO_DEKEET,Governor Ib Dekeet
TEXT_HERO_DELVARDUS,Sander Delvardus
TEXT_HERO_DERRAN_TAKKAR,Derran Takkar
TEXT_HERO_DESANNE,Desanne
TEXT_HERO_DEVLIA,TRANSLATE:Devlia
TEXT_HERO_DEVOTION,Jip Toorr
TEXT_HERO_DEZON,Dezon
TEXT_HERO_DONNEL,Lon Donnell
TEXT_HERO_DORAT,Chel Dorat
TEXT_HERO_DORJA,Captain Dorja
TEXT_HERO_DRAYSON,Hiram Drayson
TEXT_HERO_DREDNAR,Drek Drednar
TEXT_HERO_DROMMEL,Gaen Drommel
TEXT_HERO_DROST,Theol Drost
TEXT_HERO_DUNHAUSEN,Dunhausen
TEXT_HERO_DYRRA,Dyrra
TEXT_HERO_ELLOR,Ellor Orgraal
TEXT_HERO_ENTEL,Jor Entel
TEXT_HERO_ERI_PALLE,Kan Nakkar
TEXT_HERO_ERISI_DLARIT,Erisi Dlarit
TEXT_HERO_EVIR_DERRICOTE,Evir Derricote
TEXT_HERO_EXOV,Exov
TEXT_HERO_FASSER,Dakka Fasser
TEXT_HERO_FAUGHN,Shirlee Faughn
TEXT_HERO_FAWN,Arissa Fawn
TEXT_HERO_FERRIER,Niles Ferrier
TEXT_HERO_FIOLLA,Fiolla
TEXT_HERO_FOGA_BRILL,Foga Brill
TEXT_HERO_FREDJA,Captain Fredja
TEXT_HERO_GALNEY_COMMANDER,Galney Hausflottenkommandant
TEXT_HERO_GANN,Cinzero Gann
TEXT_HERO_GARM_BEL_IBLIS,Garm Bel Iblis
TEXT_HERO_GARM_BEL_IBLIS_TEAM,Garm Bel Iblis
TEXT_HERO_GATECRASHERS,Gatecrashers-Squad
TEXT_HERO_GAVRISOM,Ponc Gavrisom
TEXT_HERO_GENDARR,Admiral Iolan Gendarr
TEXT_HERO_GENERAL_COVELL,Freja Covell
TEXT_HERO_GENERAL_DODONNA,General Jan Dodonna
TEXT_HERO_GENERAL_RIEEKAN,Carlist Rieekan
TEXT_HERO_GENERAL_VEERS,Maximilian Veers
TEXT_HERO_GENERAL_VEERS_02,Maximilian Veers
TEXT_HERO_GENERAL_WESSEL,Redd Wessel
TEXT_HERO_GETELLES,Tol Getelles
TEXT_HERO_GETHZERION,Gethzerion
TEXT_HERO_GILAD_PELLAEON,Gilad Pellaeon
TEXT_HERO_GILLESPEE,Samuel Tomas Gillespee
TEXT_HERO_GRAND_ADMIRAL_THRAWN,Thrawn
TEXT_HERO_GRAND_MOFF_TARKIN,Wilhuff Tarkin
TEXT_HERO_GRAND_THRAWN_TEAM,Thrawn
TEXT_HERO_GRAPPLER,Grappler
TEXT_HERO_GRATH,Grath
TEXT_HERO_GRAVE,Grave
TEXT_HERO_GREGOR_RAQUORAN,Gregor Raquoran
TEXT_HERO_GRIEVES,Victor Grieves
TEXT_HERO_GRONN,Gronn
TEXT_HERO_GROT,Grot
TEXT_HERO_GUARDIAN_SQUADRON,Guardian Squadron
TEXT_HERO_GUNDA_MABIN,Gunda Mabin
TEXT_HERO_HAN_SOLO,Han Solo
TEXT_HERO_HAN_SOLO_TEAM,Han Solo & Chewbacca
TEXT_HERO_HAND_OF_JUDGEMENT,Hand of Judgement
TEXT_HERO_HARRSK,Blitzer Harrsk
TEXT_HERO_HERA,Hera Syndulla
TEXT_HERO_HESTIV,High General Hestiv
TEXT_HERO_HILMA,Hilma Kim
TEXT_HERO_HISSA,Bertroff Hissa
TEXT_HERO_IILLOR,Uwlla Iillor
TEXT_HERO_IL_RAZ,Ishin-Il-Raz
TEXT_HERO_IMMODET,General Immodet
TEXT_HERO_IRY_DANTA,Iry Danta
TEXT_HERO_ISARD,TRANSLATE:Ysanne Isard
TEXT_HERO_ISOLDER,Isolder
TEXT_HERO_JASET,Bal Jaset
TEXT_HERO_JEDGAR,Jedgar
TEXT_HERO_JEDSELK,Jedselk
TEXT_HERO_JEDSELK_AMARA,Amara Jedselk
TEXT_HERO_JERATAI,Admiral Jeratai
TEXT_HERO_JEREC,Jerec
TEXT_HERO_JERID_SYKES,Jerid Sykes
TEXT_HERO_JION,Shep Jion
TEXT_HERO_JOCAOS,Malau Jocaos
TEXT_HERO_JOHANS,High Colonel Zel Johans
TEXT_HERO_JORUUS_CBOATH,Joruus C'baoth
TEXT_HERO_JOSHI,Captain Joshi
TEXT_HERO_KADANN,Supreme Prophet Kadann
TEXT_HERO_KAEROBANI,Kaerobani
TEXT_HERO_KAINE,Ardus Kaine
TEXT_HERO_KALBACK,Admiral Kalback
TEXT_HERO_KARRDE,Talon Karrde
TEXT_HERO_KATARN_TEAM,Kyle Katarn
TEXT_HERO_KEDLER,Kedler
TEXT_HERO_KFLIM,Karrek Flim
TEXT_HERO_KIEZ,Feyet Kiez
TEXT_HERO_KLEV,Titus Klev
TEXT_HERO_KLOFF,Anderton Kloff
TEXT_HERO_KNIGHTHAMMER,Knight Hammer
TEXT_HERO_KOL_ATTAN,Kol Attan
TEXT_HERO_KOLLIS,Vin Kollis
TEXT_HERO_KOOLOOTA,Kooloota-Fyf
TEXT_HERO_KOSH,Kosh
TEXT_HERO_KOSH_TERADOC,Kosh Teradoc
TEXT_HERO_KREFEY,Traest Kre'fey
TEXT_HERO_KRENNEL,Delak Krennel
TEXT_HERO_KRIN,Angela Krin
TEXT_HERO_KYLE_KATARN,Kyle Katarn
TEXT_HERO_LACMAR,Andrel Lacmar
TEXT_HERO_LANDO,Lando Calrissian
TEXT_HERO_LANKIN,Par Lankin
TEXT_HERO_LANU,Inquisitor Lanu Pasiq
TEXT_HERO_LARIN_VOST,Larin Vost
TEXT_HERO_LARM,Admiral Larm
TEXT_HERO_LARONE,LaRone
TEXT_HERO_LASTRIS_ORT,Lastri's Ort
TEXT_HERO_LEIA,Leia Organa Solo
TEXT_HERO_LEIA_TEAM,Leia Organa Solo
TEXT_HERO_LIEUTENANT_TANBRIS,Lieutenant Tanbris
TEXT_HERO_LIGHTNING_SQUADRON,Lightning Squadron
TEXT_HERO_LIRA_WESSEX,Lira Wessex
TEXT_HERO_LIVETTE,Livette
TEXT_HERO_LOTT,General Arndall Lott
TEXT_HERO_LOVETT,Hesha Lovett
TEXT_HERO_LUKE_SKYWALKER_JEDI,Luke Skywalker
TEXT_HERO_LUKE_SKYWALKER_JEDI_TEAM,Luke Skywalker
TEXT_HERO_LUMIYA,Lumiya
TEXT_HERO_MAJOR_NODA,Noda
TEXT_HERO_MALCOM,Malcom
TEXT_HERO_MALCOR_BRASHIN,Malcor Brashin
TEXT_HERO_MALURI_COMMANDER,Maluri-Haus-Flottenkommandant
TEXT_HERO_MANOS,Lord Manos
TEXT_HERO_MARA_JADE,Mara Jade
TEXT_HERO_MARA_JADE_TEAM,Mara Jade
TEXT_HERO_MARCROSS,Marcross
TEXT_HERO_MASSA,Voon Massa
TEXT_HERO_MASTON,Cass Maston
TEXT_HERO_MELVAR,Melvar
TEXT_HERO_MENNDO,Menndo
TEXT_HERO_MEPHITIS,Mephitis
TEXT_HERO_MIKTISS,Miktiss
TEXT_HERO_MIKTISS_SQUADRON,TRANSLATE:Miktiss Squadron
TEXT_HERO_MIRAX,Mirax Terrik
TEXT_HERO_MUZZER,Muzzer
TEXT_HERO_NABYL,Bock Nabyl
TEXT_HERO_NAMMO,Nammo
TEXT_HERO_NAVIK,Navik the Red
TEXT_HERO_NEOMEN,Barse Neomen
TEXT_HERO_NERVI,Ralchio Nervi
TEXT_HERO_NETBERS,Captain Radaf Netbers
TEXT_HERO_NIAL_DECLANN,Nial Declann
TEXT_HERO_NICLARA,Niclara Varnillian
TEXT_HERO_NIELER,Jor Nieler
TEXT_HERO_NIVERS,Nigel Nivers
TEXT_HERO_NOILS,General Noils
TEXT_HERO_NYROX,Nyrox
TEXT_HERO_ODOSK,General Odosk
TEXT_HERO_ODUMIN,Odumin
TEXT_HERO_OKINS,Admiral Ledre Okins
TEXT_HERO_OKTO,Okto
TEXT_HERO_OTRO,Wyrn Otro
TEXT_HERO_OWEN,Nile Owen
TEXT_HERO_PANAKA,Quarsh Panaka
TEXT_HERO_PARNELL,Sebastian Parnell
TEXT_HERO_PENDON,Safonne Pendon
TEXT_HERO_PHULIK,Captain Phulik
TEXT_HERO_PRITTICK,Adye Prittick
TEXT_HERO_PRYL,Tanda Pryl
TEXT_HERO_QUILLER,Quiller
TEXT_HERO_RADDUS,Admiral Raddus
TEXT_HERO_RAGAB,Ragab
TEXT_HERO_RAMIER,Moff Lesan Ramier
TEXT_HERO_RANDOM_BOUNTY_HUNTER,Beauftrage einen Kopfgeldjäger
TEXT_HERO_RANDOM_PIRATE,Suche Piraten auf
TEXT_HERO_RANDOM_PIRATE_DEFAULT,TRANSLATE:[ Low Tier ]
TEXT_HERO_RANDOM_PIRATE_HEAVY,TRANSLATE:[ Heavy Tier ]
TEXT_HERO_RANDOM_PIRATE_LEGEND,TRANSLATE:[ Legend Tier ]
TEXT_HERO_RASLAN,Raslan
TEXT_HERO_RAVEEN,Raveen
TEXT_HERO_RAZOR,Razor
TEXT_HERO_REDER,Dor Reder
TEXT_HERO_REIKAS,Rei'kas
TEXT_HERO_RENTHAL,Drea Renthal
TEXT_HERO_REQUUD_COMMANDER,Flottenkommandeur des Hauses Requud
TEXT_HERO_RESK,Irlyn Resk
TEXT_HERO_RESUUN,Gouverneur Lobax Resuun
TEXT_HERO_RIGA,Riga Lanchenzoor
TEXT_HERO_RIIZOLO,Phan Riizolo
TEXT_HERO_RNEEKII_PIRATES,Rneekii
TEXT_HERO_ROGUE_SQUADRON,Tycho Celchu
TEXT_HERO_ROTH,Roth
TEXT_HERO_ROYAL_COMMANDER,Kommandeur der königlichen Hausflotte
TEXT_HERO_RUKH,Rukh
TEXT_HERO_RYN_SPY,Ryn-Spion
TEXT_HERO_SAHREEL,Sahreel
TEXT_HERO_SAIT,Andal Sait
TEXT_HERO_SALM,Horton Salm
TEXT_HERO_SARISS,Sariss
TEXT_HERO_SCARLET,Kath Scarlet
TEXT_HERO_SCREED,Terrinald Screed
TEXT_HERO_SEDRISS,Sedriss QL
TEXT_HERO_SELIT,Ambris Selit
TEXT_HERO_SHADOW,Shadow
TEXT_HERO_SHARGAEL,Bliss Shargael
TEXT_HERO_SHESH,Viqi Shesh
TEXT_HERO_SHIAL,Shial
TEXT_HERO_SKANDREI,Skandrei-Banden
TEXT_HERO_SLADER,Roark Slader
TEXT_HERO_SLAGORTH,Lord Slagorth
TEXT_HERO_SLOSIN,Mox Slosin
TEXT_HERO_SMEEL,Jenn Smeel
TEXT_HERO_SNOOVA,Snoova
TEXT_HERO_SNOPEL,Snopel
TEXT_HERO_SNUNB,Syub Snunb
TEXT_HERO_SOBILLES,Jenssar SoBilles
TEXT_HERO_SOMOS,Kayn Somos
TEXT_HERO_SORIN,Octavion Sorin
TEXT_HERO_SPAAR,Nil Spaar
TEXT_HERO_SPLENDER,Tho Voota
TEXT_HERO_SSURUSSK,Ssurussk
TEXT_HERO_STAK,Stak
TEXT_HERO_STRANG,Victor Strang
TEXT_HERO_SYN,Peccati Syn
TEXT_HERO_SYSCO,Captain Sysco
TEXT_HERO_TAA_CHUME,Ta'a Chume
TEXT_HERO_TAL_ASHEN,TRANSLATE:Tal Ashen
TEXT_HERO_TAL_FRAAN,Tal Fraan
TEXT_HERO_TALDIRA,Tal'dira
TEXT_HERO_TANNIEL,Tanniel
TEXT_HERO_TARGRIM,Big Jak Targrim
TEXT_HERO_TASSE,General Tasse
TEXT_HERO_TAVIRA,Leonia Tavira
TEXT_HERO_TENNAR,Mak Tennar
TEXT_HERO_TERADOC,Treuten Teradoc
TEXT_HERO_TERRO,Terro
TEXT_HERO_TESHIK,Osvald Teshik
TEXT_HERO_TETHYS,Jmanuel Tethys
TEXT_HERO_TEUBBO,Teubbo der Hutt
TEXT_HERO_TEVV,Sian Tevv
TEXT_HERO_THANE_COMMANDER,Thane-Haus-Flottenkommandant
TEXT_HERO_THERBON,Grand Moff Therbon
TEXT_HERO_THISTLEBORN,Thistleborn
TEXT_HERO_TIERCE,Grodin Tierce
TEXT_HERO_TIGELLINUS,Rufaan Tigellinus
TEXT_HERO_TOLSIVRON,Tol Sivron
TEXT_HERO_TON_RAALK,Ton Raalk
TEXT_HERO_TORSCH,Babel Torsch
TEXT_HERO_TOUNT,Serdif Tount
TEXT_HERO_TRELIX,Krassis Trelix
TEXT_HERO_TRICO,Purdy M. Trico
TEXT_HERO_TRIER,Admiral Garrik Trier
TEXT_HERO_TRIGIT,Apwar Trigit
TEXT_HERO_TRILLILI,Chalmer Trillili
TEXT_HERO_TRIOCULUS,Trioculus
TEXT_HERO_TROMMER,Trommer
TEXT_HERO_TX5532,TX-5532
TEXT_HERO_TYBER_ZANN,Tyber Zann
TEXT_HERO_TZENKENS,Tzenkens
TEXT_HERO_ULRIC_TAGGE,Ulric Tagge
TEXT_HERO_UMAK,Umak Leth
TEXT_HERO_UNIT_FIELD_GALNEY,Galney-Haus-Feldkommandant
TEXT_HERO_UNIT_FIELD_MALURI,Maluri-Haus-Feldkommandant
TEXT_HERO_UNIT_FIELD_REQUUD,Requud-Haus-Feldkommandant
TEXT_HERO_UNIT_FIELD_ROYAL,Königliches Haus-Feldkommandant
TEXT_HERO_URAI_FEN,Urai Fen
TEXT_HERO_VANTAI,Admiral Kir Vantai
TEXT_HERO_VEDDER,Vedder
TEXT_HERO_VEERS_TEAM,Maximilian Veers
TEXT_HERO_VEILED_QUEEN,Piratenkönigin der Verschleierten Schwesternschaft
TEXT_HERO_VENGEANCE,Jerec
TEXT_HERO_VENISTE,VeNiste
TEXT_HERO_VERMEL,Meizh Vermel
TEXT_HERO_VOL_NOORR,Vol Noorr
TEXT_HERO_VOR_DUULL,Vor Duull
TEXT_HERO_VORREL,Vorrel
TEXT_HERO_VULTURE_PIRATES,Aasgeier-Piraten
TEXT_HERO_WATCHMAN,Wächter
TEXT_HERO_WEDGE_ANTILLES,Wedge Antilles
TEXT_HERO_WEIR,General Weir
TEXT_HERO_WELLAM,Wellam Adarios
TEXT_HERO_WERMIS,Osted Wermis
TEXT_HERO_WINDCALLER,Mahd Windcaller
TEXT_HERO_X1,X1
TEXT_HERO_XANTUS,Xantus
TEXT_HERO_XEXUS_SHEV,Oberst Xexus Shev
TEXT_HERO_XUFUSH,Abin-Ral-Xufush
TEXT_HERO_YONKA,Sair Yonka
TEXT_HERO_YRROS,Naem Yrros
TEXT_HERO_YZU,Malfkla Yzu
TEXT_HERO_ZA,Prinz Za
TEXT_HERO_ZAKAR,Zakar
TEXT_HERO_ZAN_DANE,Zan Dane
TEXT_HERO_ZED,Akal Zed
TEXT_HERO_ZSINJ,Zsinj
TEXT_HLAF_SQUADRON,H/LAF-500 Geschwader
TEXT_HLAF_SQUADRON_HALF,H/LAF-500 Geschwader 1/2
TEXT_HLAF_SQUADRON2,H/LAF-500 Geschwader x2
TEXT_HOWLRUNNER_SQUADRON,I-7 Heultonner Geschwader
TEXT_HOWLRUNNER_SQUADRON_HALF,I-7 Heultonner Geschwader 1/2
TEXT_HOWLRUNNER_SQUADRON2,I-7 Heultonner Geschwader x2
TEXT_HUBLIN_SQUADRON,Shea Hublin
TEXT_IRD_SQUADRON,IRD Geschwader
